budget,popularity,runtime,revenue,has_collection,has_homepage,is_en,num_of_companies,usa_produced,is_released,release_year,release_month,num_of_spoken_languages,action,adventure,animation,comedy,crime,documentary,drama,family,fantasy,foreign,history,horror,music,mystery,romance,science fiction,thriller,tv movie,war,western
5200000,6.700173,99.0,2459895,1,0,1,2,1,1,1990,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26000000,12.638573,90.0,90426405,1,0,1,2,1,1,2003,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,6.345885,93.0,14481606,1,0,1,1,1,1,1986,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3500000,6.488277,72.0,3775000,0,1,1,2,1,1,2016,7,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10000000,12.928712,129.0,443684,0,1,1,3,1,1,2017,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2410000,9.110348,100.0,10755447,1,0,1,2,1,1,1985,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,7.089084,120.0,34710627,0,1,1,2,0,1,2011,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
18000000,7.69684,94.0,25312387,0,0,1,3,1,1,2014,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2.821608,124.0,8674093,0,0,1,2,1,1,1988,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5000000,0.619657,94.0,3000000,0,0,1,1,1,1,1970,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5000000,7.007993,91.0,5129058,0,1,1,1,1,1,2010,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5.695003,91.0,30524763,0,0,1,3,1,1,1992,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
60000000,8.905732,127.0,87784194,0,1,1,5,1,1,2009,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22000000,10.77166,97.0,413454,0,0,1,2,1,1,2007,7,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
25000000,11.299673,170.0,65884703,0,0,1,1,1,1,1983,12,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.66989,137.0,80551,0,0,0,1,0,1,2015,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
40000000,9.530278,135.0,31670620,0,1,1,3,1,1,2005,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
13000000,2.62835,95.0,3752426,1,0,1,1,1,1,1991,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
800000,2.46167,105.0,6792000,0,0,1,1,1,1,1965,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3.191386,111.0,7205,0,1,1,1,1,1,2014,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4361898,2.873356,92.0,3031801,0,1,1,1,0,1,2003,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3500000,6.097684,103.0,4159678,0,1,0,3,0,1,2010,10,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
116000000,9.86738,170.0,102000000,0,0,1,8,1,1,2004,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.619915,92.0,442965,0,0,1,3,1,1,1995,9,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8000000,8.172013,101.0,6491240,0,1,1,1,1,1,2010,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
950000,9.62025,103.0,7022209,0,1,1,1,1,1,2005,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5000000,1.792402,125.0,55635037,1,1,0,1,0,1,2007,12,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4200000,8.803869,114.0,32000000,1,0,0,4,0,1,2004,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
50000000,10.337211,88.0,224803475,0,1,1,6,1,1,2013,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
35000000,11.736241,108.0,57120318,1,0,1,4,1,1,1990,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
210000,3.424057,80.0,5000000,0,0,1,2,1,1,1953,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6000000,13.293569,115.0,1317657,0,0,1,2,1,1,1982,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
4000000,1.760091,72.0,1730000,1,1,0,1,0,1,2004,12,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6000000,6.714577,110.0,102308889,0,0,1,3,1,1,1969,9,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
20000000,5.990572,112.0,153698625,1,0,1,5,1,1,1993,7,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6500000,23.242452,99.0,255273813,1,1,1,4,1,1,2014,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3705538,7.404329,112.0,62548947,0,1,1,6,0,1,1992,9,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
12000000,8.816951,91.0,37170057,0,0,1,2,1,1,1992,8,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
12000000,8.025118,106.0,11293663,0,1,1,3,1,1,2007,10,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
95000000,9.785895,118.0,226497209,1,0,1,8,1,1,2010,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20000000,12.763976,107.0,4634062,0,1,1,3,1,1,2011,3,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
1752000,11.709777,110.0,5000000,0,0,1,1,1,1,1950,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12000000,13.065315,107.0,43493123,1,1,1,1,1,1,2008,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33000000,7.418574,105.0,62022014,0,0,1,1,1,1,2006,8,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
23000000,12.21459,101.0,79799880,0,0,1,0,0,1,2015,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16.373622,131.0,76586316,0,1,1,3,1,1,2013,11,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3000000,5.493697,139.0,2807390,0,0,1,2,1,1,1998,10,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25000000,13.72021,87.0,10736401,0,0,1,2,1,1,1992,8,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.014961,103.0,6321392,0,0,1,1,1,1,1980,3,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0.318437,93.0,10198357,1,0,0,2,0,1,2010,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2.903563,94.0,401421,0,0,1,3,1,1,1988,9,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,33.536359,93.0,5000000,0,0,0,5,0,1,2017,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5500000,2.942711,123.0,22159216,0,0,0,3,0,1,2015,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25000000,8.88057,107.0,147780440,0,1,1,3,1,1,2011,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7000000,5.701278,90.0,13818181,1,1,1,4,1,1,2003,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3000000,10.893224,87.0,11947954,0,1,1,2,1,1,2012,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45000000,3.733574,103.0,2154540,0,0,1,2,1,1,1997,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70000000,6.753746,116.0,202466756,0,1,1,3,1,1,2011,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5000000,10.510468,90.0,38610009,1,1,1,3,1,1,2009,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
65000000,0.948759,95.0,240159255,1,1,1,1,1,1,2012,9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
650000,7.814255,98.0,33245,1,1,1,3,1,1,2010,9,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
72000000,11.211568,106.0,408247917,0,0,1,3,1,1,2002,8,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
18000000,7.521346,122.0,26828365,0,0,1,2,1,1,1989,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12000000,12.159818,110.0,81272766,0,1,1,2,1,1,2012,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0.000844,94.0,989000,0,0,1,0,0,1,1987,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6.94881,80.0,286201,0,0,1,0,1,1,2011,10,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28000000,7.954623,108.0,16374328,0,1,1,6,1,1,2016,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0,0.950658,90.0,320092,0,0,1,2,1,1,2003,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5.378833,95.0,16017403,0,0,1,4,1,1,2001,8,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
30000000,2.899809,140.0,13130349,0,0,1,3,1,1,1997,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,8.844452,100.0,3214116,0,0,1,3,1,1,2015,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68000000,10.97633,116.0,118063304,1,0,1,3,1,1,1997,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
30000000,21.946943,81.0,373554033,1,1,1,1,1,1,1995,10,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15000000,15.553313,98.0,61548707,0,1,1,2,1,1,2015,11,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
10000000,6.370105,101.0,1631839,0,0,1,2,1,1,2000,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
10000000,17.602928,97.0,52882018,1,1,1,7,1,1,2015,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
65000000,19.083823,157.0,84785914,0,0,1,3,1,1,2007,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
25000000,8.338562,109.0,163670000,0,1,1,6,1,1,2009,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
800000,11.84696,93.0,14000000,1,0,1,6,1,1,1984,3,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
0,0.075885,98.0,269823,0,0,1,0,1,1,1990,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000000,9.609879,103.0,82703,0,0,1,3,0,1,2016,11,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,9.442756,90.0,21134374,1,0,1,1,1,1,1982,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000000,10.747642,100.0,243843127,0,0,1,3,1,1,2013,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.780748,111.0,243000,0,0,0,1,0,1,2016,9,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
18000000,9.746725,105.0,1831348,0,0,0,4,0,1,2006,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
88000000,21.14796,105.0,243637091,0,1,1,2,1,1,2015,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
777000,8.152085,86.0,2437000,0,1,1,2,1,1,1971,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
42000000,8.371005,115.0,63781810,0,0,1,6,1,1,2002,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2000000,3.3924,85.0,2260622,1,0,1,1,1,1,1994,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12000000,4.726238,106.0,21026290,0,0,0,5,0,1,2014,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.650666,111.0,1079726,0,1,1,3,1,1,2001,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000000,7.176601,96.0,47410000,0,0,1,1,1,1,1990,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36000000,9.244469,84.0,189712432,0,1,1,2,1,1,2011,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15000000,11.239012,107.0,59389433,0,1,1,2,1,1,2011,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2.238458,95.0,5979011,0,0,1,2,1,1,1988,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.739681,94.0,140987,0,1,1,1,0,1,2008,12,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
850000,3.334942,107.0,819939,0,0,1,1,1,1,2003,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
14000000,8.093442,106.0,16002420,0,0,1,3,0,1,2015,10,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,5.769957,81.0,7000000,0,1,1,1,1,1,2010,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4798235,9.336568,107.0,209696,0,0,1,5,0,1,2011,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10000000,3.033797,98.0,1759252,0,0,1,5,1,1,2011,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.87202,100.0,4719695,0,0,1,3,1,1,2015,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4000000,5.099557,100.0,29456000,1,0,0,6,0,1,1997,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9.904821,97.0,36489888,0,0,1,1,1,1,1991,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,5.966121,87.0,1055287,0,1,1,1,1,1,2016,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20000000,10.038613,98.0,51416464,0,1,1,5,1,1,2009,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
0,6.231928,130.0,519535,0,0,1,3,1,1,2013,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90000000,11.605735,87.0,182290266,0,0,1,3,1,1,2003,11,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
500000,0.482527,157.0,500000,0,0,1,1,0,1,2006,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2500000,1.216497,84.0,230069,0,1,1,3,1,1,2016,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145000000,12.256689,102.0,609123048,1,1,1,2,1,1,2014,6,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0.779768,106.0,1553826,0,1,1,2,1,1,2013,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
30000000,8.040589,138.0,135130999,0,0,1,2,1,1,1993,11,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,4.548774,93.0,22321,0,0,1,2,0,1,2011,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1.567626,98.0,10676194,1,0,1,4,1,1,1983,8,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17500000,7.481125,110.0,19179969,0,0,1,1,1,1,2006,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000000,6.904831,91.0,560069,0,0,1,2,1,1,1996,2,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
75000000,8.940007,129.0,142400065,1,1,1,2,1,1,2005,10,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27220000,12.388833,105.0,5496951,0,0,1,9,1,1,2013,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22000000,11.275132,105.0,9479718,0,1,1,2,1,1,2010,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1200000,8.471302,81.0,760883,0,0,1,2,1,1,1983,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7000000,7.791952,98.0,19595031,0,0,1,1,1,1,1988,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,7.074042,121.0,19978961,0,0,0,2,0,1,2013,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6000000,12.457908,108.0,30471,1,1,1,3,1,1,1999,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15000000,7.492658,140.0,35485608,0,1,1,3,1,1,2013,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28000000,13.143061,130.0,133346506,0,1,1,3,1,1,2015,12,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.535931,88.0,11000,0,1,1,0,1,1,2010,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000000,11.276024,108.0,22179430,0,0,1,1,1,1,2007,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000000,3.062626,101.0,11263966,0,0,1,2,1,1,1999,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,8.948565,110.0,239606210,1,0,1,1,1,1,1988,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12.994387,76.0,93600000,1,0,1,1,1,1,1955,6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40000000,6.417385,101.0,84601681,0,0,1,2,1,1,2008,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9100000,4.23908,183.0,76000000,0,1,0,1,0,1,2008,12,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
450000,2.333661,84.0,973525,0,0,1,2,1,1,2006,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2.605017,85.0,6700,0,1,1,4,1,1,2017,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10500000,4.668541,89.0,11582891,0,0,1,3,1,1,1990,10,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4000000,11.609441,102.0,119723856,0,0,1,1,1,1,2003,8,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000,2.301183,96.0,16000000,0,0,1,1,1,1,1975,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28000000,17.26045,117.0,96188903,1,0,1,2,1,1,2010,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000000,7.309903,136.0,121059225,1,1,0,3,0,1,2009,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1300000,6.636872,105.0,10750000,0,0,1,3,1,1,1951,12,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10000000,0.524432,127.0,25800,1,0,1,0,0,1,2003,5,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
25000000,1.466461,87.0,12000000,0,0,1,5,1,1,1999,3,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9000000,6.484495,114.0,28607524,0,0,1,2,1,1,1986,11,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
17000000,7.19669,95.0,20455276,0,1,1,2,1,1,2009,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,11.127884,83.0,12382362,0,0,1,1,1,1,2005,9,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44500000,14.238234,120.0,232324128,0,1,1,3,1,1,2012,10,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
30000000,8.032638,91.0,15556340,1,0,1,1,0,1,1991,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
35000000,8.155604,112.0,23083334,0,1,1,3,1,1,2016,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,6.549788,97.0,3384747,0,0,1,3,1,1,2017,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5.086013,96.0,1031243,0,0,1,7,1,1,2013,7,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
31000000,5.418428,103.0,53208180,0,0,1,3,1,1,1990,8,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1250000,8.731331,101.0,11000000,0,0,1,1,1,1,1945,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45000000,6.84109,109.0,92374674,0,1,1,2,1,1,2005,8,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12000000,6.140116,89.0,40855419,1,0,1,3,1,1,2008,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,6.851243,89.0,102617,0,0,1,2,1,1,2013,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
10000000,6.638116,89.0,26488734,0,0,1,1,1,1,1995,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16000000,9.101896,89.0,66468332,0,0,1,3,1,1,2001,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000000,1.456541,107.0,373062864,1,1,1,8,1,1,2009,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2000000,0.570293,90.0,696681,0,0,0,1,0,1,2005,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50000000,6.496271,88.0,6808550,0,0,1,3,1,1,2004,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000000,16.316318,92.0,215529201,0,0,1,5,1,1,2014,10,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
0,0.575656,105.0,3206713,0,0,1,1,1,1,1992,11,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
20000000,13.591485,108.0,17280326,1,1,1,5,1,1,2009,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4520000,3.372304,101.0,7175592,0,0,1,3,1,1,1983,3,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
6000000,7.217205,111.0,5809330,0,0,0,2,0,1,2014,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11000000,12.293202,109.0,161789,0,1,1,3,1,1,2015,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40000000,13.256679,111.0,240978,0,0,1,1,1,1,2017,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
50000000,17.126768,114.0,159773545,1,0,1,2,1,1,1992,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,7.601439,101.0,1929168,0,0,1,3,1,1,1998,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
15000000,3.550711,94.0,9902115,0,0,1,1,1,1,2000,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
73000000,11.604533,98.0,103891409,0,0,1,4,1,1,1998,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14000000,8.30721,98.0,154864401,0,0,1,1,1,1,1993,9,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000000,9.930326,130.0,38955598,0,0,1,5,1,1,2003,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
19000000,10.187278,93.0,40846082,1,0,1,2,1,1,1999,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
30000000,11.589835,112.0,210819611,0,1,1,10,1,1,2009,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18000000,6.303384,122.0,11500000,0,0,1,1,1,1,1984,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.107677,95.0,3537961,0,0,1,4,1,1,2004,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
891000,0.179246,89.0,229000,0,0,1,0,0,0,1998,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43000000,10.536255,136.0,80049764,0,0,1,4,1,1,2000,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55000000,15.178338,134.0,127600435,0,0,1,2,1,1,1995,7,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
662141,1.233446,98.0,1606624,0,0,1,1,1,1,1943,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
400000,0.218588,97.0,43719,0,0,1,0,0,1,2001,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.071187,122.0,460226,0,0,0,3,0,1,1955,4,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
